SKU,SKU_Category,Year_Week,Weekly_Demand,Weekly_Price,Month,Price_Last_Week,Price_Delta_Pct
GR6UE,P42,2016-10-10/2016-10-16,4,4.57,10,4.567500000000001,0.05473453749314729
GR6UE,P42,2016-10-24/2016-10-30,1,4.57,10,4.57,0.0
GR6UE,P42,2016-11-14/2016-11-20,1,4.57,11,4.57,0.0
GR6UE,P42,2016-11-21/2016-11-27,4,4.57,11,4.57,0.0
GR6UE,P42,2016-11-28/2016-12-04,4,4.57,11,4.57,0.0
GR6UE,P42,2016-12-19/2016-12-25,1,4.57,12,4.57,0.0
GR6UE,P42,2016-12-26/2017-01-01,4,4.571666666666666,12,4.57,0.03646973012398334
GRTQO,3WV,2016-01-11/2016-01-17,1,4.75,1,,0.0
GRTQO,3WV,2016-02-01/2016-02-07,1,4.75,2,4.75,0.0
GRTQO,3WV,2016-02-29/2016-03-06,1,4.81,3,4.75,1.2631578947368338
GRTQO,3WV,2016-03-21/2016-03-27,1,4.81,3,4.81,0.0
GRTQO,3WV,2016-04-04/2016-04-10,3,4.406666666666667,4,4.81,-8.385308385308367
GRTQO,3WV,2016-04-11/2016-04-17,3,4.79,4,4.406666666666667,8.698940998487128
GRTQO,3WV,2016-04-18/2016-04-24,2,4.265,4,4.79,-10.960334029227564
GRTQO,3WV,2016-05-02/2016-05-08,3,4.81,5,4.265,12.778429073856975
GRTQO,3WV,2016-05-09/2016-05-15,3,4.81,5,4.81,0.0
GRTQO,3WV,2016-05-16/2016-05-22,1,4.08,5,4.81,-15.176715176715168
GRTQO,3WV,2016-06-06/2016-06-12,2,4.75,6,4.08,16.421568627450977
GRTQO,3WV,2016-06-20/2016-06-26,1,4.81,6,4.75,1.2631578947368338
GRTQO,3WV,2016-06-27/2016-07-03,2,4.81,7,4.81,0.0
GRTQO,3WV,2016-07-04/2016-07-10,2,4.81,7,4.81,0.0
GRTQO,3WV,2016-07-11/2016-07-17,1,4.81,7,4.81,0.0
GRTQO,3WV,2016-07-18/2016-07-24,1,4.81,7,4.81,0.0
GRTQO,3WV,2016-08-01/2016-08-07,1,4.08,8,4.81,-15.176715176715168
GRTQO,3WV,2016-08-08/2016-08-14,1,4.81,8,4.08,17.892156862745086
GRTQO,3WV,2016-08-29/2016-09-04,2,4.81,9,4.81,0.0
GRTQO,3WV,2016-09-12/2016-09-18,1,4.81,9,4.81,0.0
GRTQO,3WV,2016-09-19/2016-09-25,2,4.81,9,4.81,0.0
GRTQO,3WV,2016-10-10/2016-10-16,1,3.72,10,4.81,-22.66112266112265
GRTQO,3WV,2016-10-17/2016-10-23,2,4.81,10,3.72,29.30107526881719
GRTQO,3WV,2016-10-31/2016-11-06,1,3.72,11,4.81,-22.66112266112265
GRTQO,3WV,2016-11-07/2016-11-13,1,4.81,11,3.72,29.30107526881719
GRTQO,3WV,2016-11-14/2016-11-20,2,4.815,11,4.81,0.10395010395012019
GRTQO,3WV,2016-11-21/2016-11-27,2,4.404999999999999,11,4.815,-8.515057113187975
GRTQO,3WV,2016-11-28/2016-12-04,1,4.0,11,4.404999999999999,-9.194097616345049
GRTQO,3WV,2016-12-05/2016-12-11,1,4.0,12,4.0,0.0
GRTQO,3WV,2016-12-12/2016-12-18,1,4.81,12,4.0,20.24999999999999
GRTQO,3WV,2016-12-19/2016-12-25,2,3.55,12,4.81,-26.19542619542619
GRTQO,3WV,2016-12-26/2017-01-01,1,4.81,12,3.55,35.49295774647887
GRTZC,DJI,2016-01-04/2016-01-10,1,25.18,1,,0.0
GRTZC,DJI,2016-02-22/2016-02-28,1,25.18,2,25.18,0.0
GRTZC,DJI,2016-03-14/2016-03-20,2,20.145,3,25.18,-19.99602859412232
GRUOZ,01F,2016-03-21/2016-03-27,1,12.33,3,,0.0
GRUOZ,01F,2016-04-25/2016-05-01,1,12.33,4,12.33,0.0
GRUOZ,01F,2016-05-02/2016-05-08,1,12.33,5,12.33,0.0
GRUOZ,01F,2016-06-06/2016-06-12,1,12.33,6,12.33,0.0
GRUOZ,01F,2016-11-07/2016-11-13,1,12.33,11,12.33,0.0
GSQZP,IEV,2016-01-18/2016-01-24,1,7.27,1,,0.0
GSQZP,IEV,2016-01-25/2016-01-31,2,7.275,1,7.27,0.06877579092160635
GSQZP,IEV,2016-03-14/2016-03-20,3,7.28,3,7.275,0.0687285223367683
GSQZP,IEV,2016-03-21/2016-03-27,1,7.27,3,7.28,-0.13736263736264664
GSQZP,IEV,2016-04-11/2016-04-17,2,7.275,4,7.27,0.06877579092160635
GSQZP,IEV,2016-05-23/2016-05-29,1,7.27,5,7.275,-0.06872852233678049
GSQZP,IEV,2016-06-06/2016-06-12,2,7.285,6,7.27,0.20632737276479463
GSQZP,IEV,2016-06-27/2016-07-03,1,7.27,7,7.285,-0.20590253946466117
GSQZP,IEV,2016-08-01/2016-08-07,2,7.275,8,7.27,0.06877579092160635
GSQZP,IEV,2016-08-22/2016-08-28,2,7.275,8,7.275,0.0
GSQZP,IEV,2016-08-29/2016-09-04,1,7.27,8,7.275,-0.06872852233678049
GSQZP,IEV,2016-09-05/2016-09-11,1,7.27,9,7.27,0.0
GSQZP,IEV,2016-09-19/2016-09-25,1,7.27,9,7.27,0.0
GSQZP,IEV,2016-10-03/2016-10-09,2,7.285,10,7.27,0.20632737276479463
GSQZP,IEV,2016-11-28/2016-12-04,1,7.27,11,7.285,-0.20590253946466117
GSQZP,IEV,2016-12-19/2016-12-25,2,7.275,12,7.27,0.06877579092160635
GT7VZ,DGB,2016-01-04/2016-01-10,1,19.68,1,,0.0
GT7VZ,DGB,2016-05-02/2016-05-08,1,19.68,5,19.68,0.0
GT7VZ,DGB,2016-05-30/2016-06-05,1,19.68,6,19.68,0.0
GT7VZ,DGB,2016-06-20/2016-06-26,1,19.68,6,19.68,0.0
GT7VZ,DGB,2016-08-29/2016-09-04,1,19.68,8,19.68,0.0
GT7VZ,DGB,2016-10-31/2016-11-06,1,19.68,11,19.68,0.0
GT7VZ,DGB,2016-12-12/2016-12-18,2,19.68,12,19.68,0.0
GT7VZ,DGB,2016-12-19/2016-12-25,1,15.75,12,19.68,-19.96951219512195
GTET5,TW8,2016-02-15/2016-02-21,1,1.44,2,,0.0
GTTF3,MEL,2016-02-01/2016-02-07,1,2.75,2,,0.0
GTTF3,MEL,2016-02-08/2016-02-14,1,2.75,2,2.75,0.0
GTTF3,MEL,2016-02-15/2016-02-21,1,2.75,2,2.75,0.0
GTTF3,MEL,2016-03-21/2016-03-27,1,2.75,3,2.75,0.0
GTTF3,MEL,2016-04-04/2016-04-10,1,2.75,4,2.75,0.0
GTTF3,MEL,2016-05-02/2016-05-08,1,2.75,5,2.75,0.0
GTTF3,MEL,2016-05-09/2016-05-15,1,2.75,5,2.75,0.0
GTTF3,MEL,2016-07-18/2016-07-24,1,2.75,7,2.75,0.0
GTTF3,MEL,2016-08-22/2016-08-28,2,2.75,8,2.75,0.0
GTTF3,MEL,2016-09-19/2016-09-25,1,2.75,9,2.75,0.0
GTTF3,MEL,2016-10-10/2016-10-16,2,2.75,10,2.75,0.0
GTTF3,MEL,2016-11-07/2016-11-13,2,2.75,11,2.75,0.0
GTTF3,MEL,2016-12-05/2016-12-11,1,2.75,12,2.75,0.0
GTTF3,MEL,2016-12-12/2016-12-18,1,2.75,12,2.75,0.0
GTW1Z,0H2,2016-11-21/2016-11-27,1,6.75,11,,0.0
GTW1Z,0H2,2016-12-19/2016-12-25,2,8.25,12,6.75,22.22222222222222
GU5C1,GVG,2016-05-30/2016-06-05,2,16.93,5,,0.0
GU5C1,GVG,2016-07-04/2016-07-10,1,16.93,7,16.93,0.0
GU5C1,GVG,2016-07-25/2016-07-31,1,16.93,7,16.93,0.0
GU9QE,8HU,2016-01-11/2016-01-17,4,3.9,1,,0.0
GU9QE,8HU,2016-02-01/2016-02-07,2,3.9,2,3.9,0.0
GU9QE,8HU,2016-02-22/2016-02-28,4,3.9,2,3.9,0.0
GU9QE,8HU,2016-03-07/2016-03-13,5,3.9,3,3.9,0.0
GU9QE,8HU,2016-03-14/2016-03-20,2,3.9,3,3.9,0.0
GU9QE,8HU,2016-03-21/2016-03-27,2,3.9,3,3.9,0.0
GU9QE,8HU,2016-04-18/2016-04-24,2,3.9,4,3.9,0.0
GU9QE,8HU,2016-04-25/2016-05-01,1,3.9,4,3.9,0.0
GU9QE,8HU,2016-05-09/2016-05-15,2,3.9,5,3.9,0.0
GU9QE,8HU,2016-06-06/2016-06-12,5,3.9,6,3.9,0.0
GU9QE,8HU,2016-06-27/2016-07-03,1,3.9,6,3.9,0.0
GU9QE,8HU,2016-07-11/2016-07-17,1,3.9,7,3.9,0.0
GU9QE,8HU,2016-08-08/2016-08-14,1,3.9,8,3.9,0.0
GU9QE,8HU,2016-08-22/2016-08-28,1,3.9,8,3.9,0.0
GU9QE,8HU,2016-09-05/2016-09-11,1,3.9,9,3.9,0.0
GU9QE,8HU,2016-09-12/2016-09-18,1,3.9,9,3.9,0.0
GU9QE,8HU,2016-09-19/2016-09-25,1,3.9,9,3.9,0.0
GU9QE,8HU,2016-10-10/2016-10-16,1,3.9,10,3.9,0.0
GU9QE,8HU,2016-10-24/2016-10-30,1,3.9,10,3.9,0.0
GUFMQ,LSD,2015-12-28/2016-01-03,1,8.46,1,,0.0
GUFMQ,LSD,2016-01-04/2016-01-10,1,8.46,1,8.46,0.0
GUFMQ,LSD,2016-01-18/2016-01-24,2,8.46,1,8.46,0.0
GUFMQ,LSD,2016-01-25/2016-01-31,1,8.46,1,8.46,0.0
GUFMQ,LSD,2016-02-01/2016-02-07,4,8.458333333333334,2,8.46,-0.01970055161544831
GUFMQ,LSD,2016-02-08/2016-02-14,3,8.46,2,8.458333333333334,0.019704433497540023
GUFMQ,LSD,2016-02-22/2016-02-28,3,8.46,2,8.46,0.0
GUFMQ,LSD,2016-02-29/2016-03-06,3,8.46,3,8.46,0.0
GUFMQ,LSD,2016-03-07/2016-03-13,1,8.46,3,8.46,0.0
GUFMQ,LSD,2016-04-04/2016-04-10,1,8.46,4,8.46,0.0
GUFMQ,LSD,2016-04-11/2016-04-17,4,8.46,4,8.46,0.0
GUFMQ,LSD,2016-04-25/2016-05-01,3,8.4575,4,8.46,-0.029550827423182963
GUFMQ,LSD,2016-05-02/2016-05-08,1,8.46,5,8.4575,0.02955956251848985
GUFMQ,LSD,2016-05-09/2016-05-15,2,8.46,5,8.46,0.0
GUFMQ,LSD,2016-05-16/2016-05-22,1,8.46,5,8.46,0.0
GUFMQ,LSD,2016-05-30/2016-06-05,1,8.46,6,8.46,0.0
GUFMQ,LSD,2016-06-06/2016-06-12,1,8.46,6,8.46,0.0
GUFMQ,LSD,2016-07-04/2016-07-10,1,8.46,7,8.46,0.0
GUFMQ,LSD,2016-07-25/2016-07-31,1,8.46,7,8.46,0.0
GUFMQ,LSD,2016-08-08/2016-08-14,1,8.46,8,8.46,0.0
GUFMQ,LSD,2016-08-15/2016-08-21,1,8.46,8,8.46,0.0
GUFMQ,LSD,2016-09-26/2016-10-02,3,8.46,9,8.46,0.0
GUFMQ,LSD,2016-10-03/2016-10-09,3,8.46,10,8.46,0.0
GUFMQ,LSD,2016-10-10/2016-10-16,1,8.46,10,8.46,0.0
GUFMQ,LSD,2016-10-17/2016-10-23,1,8.46,10,8.46,0.0
GUFMQ,LSD,2016-11-07/2016-11-13,1,8.46,11,8.46,0.0
GUFMQ,LSD,2016-11-28/2016-12-04,1,8.46,12,8.46,0.0
GUFMQ,LSD,2016-12-19/2016-12-25,3,8.46,12,8.46,0.0
GUNTP,1L6,2016-01-04/2016-01-10,1,12.21,1,,0.0
GUNTP,1L6,2016-01-25/2016-01-31,2,10.875,1,12.21,-10.93366093366094
GUNTP,1L6,2016-03-14/2016-03-20,1,12.21,3,10.875,12.275862068965525
GUNTP,1L6,2016-03-28/2016-04-03,1,12.21,4,12.21,0.0
GUNTP,1L6,2016-04-04/2016-04-10,1,12.21,4,12.21,0.0
GUNTP,1L6,2016-04-11/2016-04-17,2,12.21,4,12.21,0.0
GUNTP,1L6,2016-04-18/2016-04-24,1,12.21,4,12.21,0.0
GUNTP,1L6,2016-06-13/2016-06-19,1,12.21,6,12.21,0.0
GUNTP,1L6,2016-06-27/2016-07-03,2,12.21,6,12.21,0.0
GUNTP,1L6,2016-07-11/2016-07-17,3,12.21,7,12.21,0.0
GUNTP,1L6,2016-07-18/2016-07-24,1,12.21,7,12.21,0.0
GUNTP,1L6,2016-08-29/2016-09-04,1,12.21,9,12.21,0.0
GUNTP,1L6,2016-10-03/2016-10-09,1,12.21,10,12.21,0.0
GUNTP,1L6,2016-10-24/2016-10-30,1,12.21,10,12.21,0.0
GUNTP,1L6,2016-12-05/2016-12-11,1,12.21,12,12.21,0.0
GUNTP,1L6,2016-12-19/2016-12-25,2,12.205,12,12.21,-0.040950040950047346
GUUG4,EKM,2016-01-18/2016-01-24,1,32.05,1,,0.0
GUUG4,EKM,2016-02-01/2016-02-07,1,32.05,2,32.05,0.0
GUUG4,EKM,2016-02-15/2016-02-21,1,32.05,2,32.05,0.0
GUUG4,EKM,2016-03-14/2016-03-20,1,32.05,3,32.05,0.0
GUUG4,EKM,2016-04-11/2016-04-17,2,32.05,4,32.05,0.0
GUUG4,EKM,2016-05-16/2016-05-22,1,29.04,5,32.05,-9.391575663026517
GUUG4,EKM,2016-06-06/2016-06-12,1,29.04,6,29.04,0.0
GUUG4,EKM,2016-06-13/2016-06-19,1,29.04,6,29.04,0.0
GUUG4,EKM,2016-07-11/2016-07-17,1,29.04,7,29.04,0.0
GUUG4,EKM,2016-08-15/2016-08-21,2,29.04,8,29.04,0.0
GUUG4,EKM,2016-09-12/2016-09-18,4,29.041666666666668,9,29.04,0.005739210284671844
GUUG4,EKM,2016-10-17/2016-10-23,1,29.04,10,29.041666666666668,-0.005738880918227961
GUUG4,EKM,2016-11-07/2016-11-13,1,24.13,11,29.04,-16.90771349862259
GUUG4,EKM,2016-11-14/2016-11-20,1,24.13,11,24.13,0.0
GUUG4,EKM,2016-12-12/2016-12-18,1,24.13,12,24.13,0.0
GV9P6,OXH,2016-01-11/2016-01-17,2,1.965,1,,0.0
GV9P6,OXH,2016-02-01/2016-02-07,2,1.965,2,1.965,0.0
GV9P6,OXH,2016-02-15/2016-02-21,3,1.9666666666666668,2,1.965,0.08481764206955242
GV9P6,OXH,2016-02-22/2016-02-28,3,1.9666666666666668,2,1.9666666666666668,0.0
GV9P6,OXH,2016-02-29/2016-03-06,2,1.965,3,1.9666666666666668,-0.08474576271186636
GV9P6,OXH,2016-04-04/2016-04-10,5,1.9658333333333333,4,1.965,0.04240882103477056
GV9P6,OXH,2016-04-25/2016-05-01,1,1.97,5,1.9658333333333333,0.21195421788893523
GV9P6,OXH,2016-05-09/2016-05-15,1,1.97,5,1.97,0.0
GV9P6,OXH,2016-05-16/2016-05-22,5,1.9658333333333333,5,1.97,-0.2115059221658199
GV9P6,OXH,2016-05-23/2016-05-29,2,1.965,5,1.9658333333333333,-0.04239084357778253
GV9P6,OXH,2016-05-30/2016-06-05,3,1.9666666666666668,6,1.965,0.08481764206955242
GV9P6,OXH,2016-06-06/2016-06-12,10,1.9675,6,1.9666666666666668,0.04237288135592753
GV9P6,OXH,2016-07-11/2016-07-17,2,1.965,7,1.9675,-0.12706480304955256
GV9P6,OXH,2016-08-01/2016-08-07,3,1.9666666666666668,8,1.965,0.08481764206955242
GV9P6,OXH,2016-08-22/2016-08-28,5,1.9666666666666668,8,1.9666666666666668,0.0
GV9P6,OXH,2016-09-05/2016-09-11,3,1.9675,9,1.9666666666666668,0.04237288135592753
GV9P6,OXH,2016-09-12/2016-09-18,6,1.9666666666666668,9,1.9675,-0.04235493434984709
GV9P6,OXH,2016-09-19/2016-09-25,1,1.97,9,1.9666666666666668,0.16949152542372142
GV9P6,OXH,2016-09-26/2016-10-02,2,1.965,9,1.97,-0.25380710659897937
GV9P6,OXH,2016-10-10/2016-10-16,2,1.965,10,1.965,0.0
GV9P6,OXH,2016-11-07/2016-11-13,2,1.965,11,1.965,0.0
GV9P6,OXH,2016-11-14/2016-11-20,7,1.96625,11,1.965,0.06361323155216149
GV9P6,OXH,2016-11-21/2016-11-27,7,1.9655555555555555,11,1.96625,-0.03531821713640448
GV9P6,OXH,2016-11-28/2016-12-04,7,1.9655555555555555,11,1.9655555555555555,0.0
GV9P6,OXH,2016-12-05/2016-12-11,4,1.965,12,1.9655555555555555,-0.028264556246460053
GV9P6,OXH,2016-12-12/2016-12-18,5,1.9658333333333333,12,1.965,0.04240882103477056
GV9P6,OXH,2016-12-19/2016-12-25,4,1.9683333333333333,12,1.9658333333333333,0.1271725307333589
GV9P6,OXH,2016-12-26/2017-01-01,2,1.965,12,1.9683333333333333,-0.16934801016087325
GVBRC,JPI,2015-12-28/2016-01-03,1,10.77,1,,0.0
GVBRC,JPI,2016-01-04/2016-01-10,1,10.75,1,10.77,-0.1857010213556135
GVBRC,JPI,2016-01-18/2016-01-24,1,10.75,1,10.75,0.0
GVBRC,JPI,2016-02-08/2016-02-14,2,8.605,2,10.75,-19.95348837209302
GVNHE,JB0,2016-01-11/2016-01-17,2,19.35,1,,0.0
GVNHE,JB0,2016-05-02/2016-05-08,2,19.35,5,19.35,0.0
GVS72,1TS,2016-02-22/2016-02-28,2,13.600000000000001,2,,0.0
GVS72,1TS,2016-12-12/2016-12-18,1,14.57,12,13.600000000000001,7.132352941176462
GW22J,SIM,2016-04-04/2016-04-10,1,27.93,4,,0.0
GW22J,SIM,2016-05-16/2016-05-22,1,35.43,5,27.93,26.852846401718583
GW22J,SIM,2016-06-20/2016-06-26,1,35.43,6,35.43,0.0
GW22J,SIM,2016-06-27/2016-07-03,1,27.77,6,35.43,-21.620095963872423
GW22J,SIM,2016-08-15/2016-08-21,1,35.43,8,27.77,27.58372344256392
GW22J,SIM,2016-10-31/2016-11-06,1,35.43,11,35.43,0.0
GW22J,SIM,2016-11-21/2016-11-27,1,35.43,11,35.43,0.0
GW22J,SIM,2016-12-12/2016-12-18,2,31.6,12,35.43,-10.810047981936208
GW68F,6BZ,2016-07-18/2016-07-24,1,5.45,7,,0.0
GW68F,6BZ,2016-10-03/2016-10-09,3,4.68,10,5.45,-14.128440366972486
GW68F,6BZ,2016-10-24/2016-10-30,2,4.68,10,4.68,0.0
GW68F,6BZ,2016-12-12/2016-12-18,2,4.68,12,4.68,0.0
GWGFZ,N8U,2016-01-18/2016-01-24,1,4.5,1,,0.0
GWGFZ,N8U,2016-02-01/2016-02-07,2,4.5,2,4.5,0.0
GWGFZ,N8U,2016-02-22/2016-02-28,1,4.5,2,4.5,0.0
GWGFZ,N8U,2016-02-29/2016-03-06,3,4.84,3,4.5,7.555555555555553
GWGFZ,N8U,2016-03-07/2016-03-13,2,4.84,3,4.84,0.0
GWGFZ,N8U,2016-03-14/2016-03-20,1,4.5,3,4.84,-7.0247933884297495
GWGFZ,N8U,2016-03-21/2016-03-27,1,4.5,3,4.5,0.0
GWGFZ,N8U,2016-04-18/2016-04-24,2,4.5,4,4.5,0.0
GWGFZ,N8U,2016-05-02/2016-05-08,2,4.67,5,4.5,3.7777777777777763
GWGFZ,N8U,2016-05-09/2016-05-15,2,4.67,5,4.67,0.0
GWGFZ,N8U,2016-05-16/2016-05-22,2,4.84,5,4.67,3.6402569593147733
GWGFZ,N8U,2016-05-23/2016-05-29,2,4.84,5,4.84,0.0
GWGFZ,N8U,2016-05-30/2016-06-05,1,4.84,6,4.84,0.0
GWGFZ,N8U,2016-06-13/2016-06-19,1,4.84,6,4.84,0.0
GWGFZ,N8U,2016-06-20/2016-06-26,1,4.84,6,4.84,0.0
GWGFZ,N8U,2016-07-18/2016-07-24,2,4.84,7,4.84,0.0
GWGFZ,N8U,2016-08-01/2016-08-07,2,4.67,8,4.84,-3.5123966942148748
GWGFZ,N8U,2016-08-08/2016-08-14,2,4.5,8,4.67,-3.6402569593147733
GWGFZ,N8U,2016-08-22/2016-08-28,2,4.67,8,4.5,3.7777777777777763
GWGFZ,N8U,2016-09-05/2016-09-11,1,4.5,9,4.67,-3.6402569593147733
GWGFZ,N8U,2016-09-19/2016-09-25,1,4.84,9,4.5,7.555555555555553
GWGFZ,N8U,2016-09-26/2016-10-02,2,4.84,9,4.84,0.0
GWGFZ,N8U,2016-10-10/2016-10-16,4,4.5,10,4.84,-7.0247933884297495
GWGFZ,N8U,2016-10-31/2016-11-06,3,2.2575,11,4.5,-49.833333333333336
GWGFZ,N8U,2016-11-07/2016-11-13,7,0.66,11,2.2575,-70.76411960132889
GWGFZ,N8U,2016-11-14/2016-11-20,3,1.5133333333333334,11,0.66,129.2929292929293
GWGFZ,N8U,2016-11-21/2016-11-27,9,0.5177777777777777,11,1.5133333333333334,-65.78560939794421
GWGFZ,N8U,2016-11-28/2016-12-04,5,3.37875,11,0.5177777777777777,552.5482832618027
GWGFZ,N8U,2016-12-12/2016-12-18,2,4.5,12,3.37875,33.185349611542726
GWGFZ,N8U,2016-12-19/2016-12-25,1,4.5,12,4.5,0.0
GWJMM,C8Z,2016-01-04/2016-01-10,1,8.88,1,,0.0
GWJMM,C8Z,2016-01-11/2016-01-17,4,8.88,1,8.88,0.0
GWJMM,C8Z,2016-01-18/2016-01-24,1,8.88,1,8.88,0.0
GWJMM,C8Z,2016-02-08/2016-02-14,2,8.875,2,8.88,-0.0563063063063151
GWJMM,C8Z,2016-03-07/2016-03-13,1,7.61,3,8.875,-14.25352112676056
GWJMM,C8Z,2016-03-21/2016-03-27,3,8.88,3,7.61,16.688567674113013
GWJMM,C8Z,2016-03-28/2016-04-03,1,8.88,3,8.88,0.0
GWJMM,C8Z,2016-04-18/2016-04-24,1,8.88,4,8.88,0.0
GWJMM,C8Z,2016-05-09/2016-05-15,1,8.88,5,8.88,0.0
GWJMM,C8Z,2016-05-16/2016-05-22,1,8.88,5,8.88,0.0
GWJMM,C8Z,2016-06-20/2016-06-26,2,8.88,6,8.88,0.0
GWJMM,C8Z,2016-06-27/2016-07-03,1,8.88,6,8.88,0.0
GWJMM,C8Z,2016-07-11/2016-07-17,1,7.61,7,8.88,-14.301801801801805
GWJMM,C8Z,2016-08-22/2016-08-28,2,8.88,8,7.61,16.688567674113013
GWJMM,C8Z,2016-09-19/2016-09-25,1,8.88,9,8.88,0.0
GWJMM,C8Z,2016-10-10/2016-10-16,1,8.88,10,8.88,0.0
GWJMM,C8Z,2016-10-17/2016-10-23,3,8.88,10,8.88,0.0
GWJMM,C8Z,2016-10-24/2016-10-30,1,8.88,10,8.88,0.0
GWJMM,C8Z,2016-11-07/2016-11-13,2,7.915000000000001,11,8.88,-10.867117117117115
GWJMM,C8Z,2016-12-19/2016-12-25,2,7.625,12,7.915000000000001,-3.663929248262803
GWONJ,V9H,2016-01-11/2016-01-17,2,36.67,1,,0.0
GWONJ,V9H,2016-01-25/2016-01-31,1,36.67,1,36.67,0.0
GWONJ,V9H,2016-02-08/2016-02-14,1,36.67,2,36.67,0.0
GWONJ,V9H,2016-02-29/2016-03-06,1,36.67,3,36.67,0.0
GWONJ,V9H,2016-03-21/2016-03-27,1,36.67,3,36.67,0.0
GWONJ,V9H,2016-03-28/2016-04-03,1,36.67,4,36.67,0.0
GWONJ,V9H,2016-04-11/2016-04-17,1,36.67,4,36.67,0.0
GWONJ,V9H,2016-04-18/2016-04-24,1,36.67,4,36.67,0.0
GWONJ,V9H,2016-05-02/2016-05-08,1,36.67,5,36.67,0.0
GWONJ,V9H,2016-05-16/2016-05-22,1,36.67,5,36.67,0.0
GWONJ,V9H,2016-05-23/2016-05-29,1,36.67,5,36.67,0.0
GWONJ,V9H,2016-05-30/2016-06-05,1,36.67,6,36.67,0.0
GWONJ,V9H,2016-06-06/2016-06-12,1,36.67,6,36.67,0.0
GWONJ,V9H,2016-07-04/2016-07-10,1,36.67,7,36.67,0.0
GWONJ,V9H,2016-07-11/2016-07-17,1,36.67,7,36.67,0.0
GWONJ,V9H,2016-07-18/2016-07-24,1,36.67,7,36.67,0.0
GWONJ,V9H,2016-08-08/2016-08-14,1,36.67,8,36.67,0.0
GWONJ,V9H,2016-08-15/2016-08-21,2,36.67,8,36.67,0.0
GWONJ,V9H,2016-08-22/2016-08-28,2,36.67,8,36.67,0.0
GWONJ,V9H,2016-09-05/2016-09-11,1,36.67,9,36.67,0.0
GWONJ,V9H,2016-09-19/2016-09-25,3,36.67,9,36.67,0.0
GWONJ,V9H,2016-10-17/2016-10-23,1,36.67,10,36.67,0.0
GWONJ,V9H,2016-10-31/2016-11-06,1,36.67,11,36.67,0.0
GWONJ,V9H,2016-11-21/2016-11-27,1,36.67,11,36.67,0.0
GWONJ,V9H,2016-12-05/2016-12-11,3,36.67,12,36.67,0.0
GXG03,8HU,2016-04-18/2016-04-24,1,43.12,4,,0.0
GXG03,8HU,2016-04-25/2016-05-01,2,43.135,4,43.12,0.03478664192950039
GXG03,8HU,2016-05-02/2016-05-08,1,43.12,5,43.135,-0.03477454503303713
GXG03,8HU,2016-06-20/2016-06-26,1,43.12,6,43.12,0.0
GXG03,8HU,2016-10-03/2016-10-09,3,43.1275,10,43.12,0.017393320964750197
GXG03,8HU,2016-10-10/2016-10-16,2,43.135,10,43.1275,0.017390296214712848
GXGO4,A38,2016-12-26/2017-01-01,1,6.18,12,,0.0
GXHYE,MU3,2016-08-22/2016-08-28,1,6.0,8,,0.0
GXS0F,CGS,2016-08-22/2016-08-28,1,4.25,8,,0.0
GXS0F,CGS,2016-09-19/2016-09-25,1,4.25,9,4.25,0.0
GXS0F,CGS,2016-12-05/2016-12-11,1,4.25,12,4.25,0.0
GXS0F,CGS,2016-12-26/2017-01-01,1,4.25,12,4.25,0.0
GY8TH,TW8,2016-01-18/2016-01-24,1,1.82,1,,0.0
GY8TH,TW8,2016-05-02/2016-05-08,1,1.82,5,1.82,0.0
GY8TH,TW8,2016-05-23/2016-05-29,2,1.815,5,1.82,-0.2747252747252811
GY8TH,TW8,2016-06-20/2016-06-26,1,1.82,6,1.815,0.27548209366391824
GY8TH,TW8,2016-06-27/2016-07-03,1,1.82,6,1.82,0.0
GY8TH,TW8,2016-07-18/2016-07-24,1,1.82,7,1.82,0.0
GY8TH,TW8,2016-08-01/2016-08-07,1,1.82,8,1.82,0.0
GY8TH,TW8,2016-08-08/2016-08-14,1,1.82,8,1.82,0.0
GY8TH,TW8,2016-08-22/2016-08-28,1,1.82,8,1.82,0.0
GY8TH,TW8,2016-08-29/2016-09-04,1,1.82,9,1.82,0.0
GY8TH,TW8,2016-10-10/2016-10-16,1,1.94,10,1.82,6.593406593406587
GY8TH,TW8,2016-11-21/2016-11-27,2,1.94,11,1.94,0.0
GY8TH,TW8,2016-12-05/2016-12-11,1,1.94,12,1.94,0.0
GY8TH,TW8,2016-12-26/2017-01-01,2,1.94,12,1.94,0.0
GYQNP,LPF,2015-12-28/2016-01-03,2,7.2,1,,0.0
GYQNP,LPF,2016-03-07/2016-03-13,2,7.2,3,7.2,0.0
GYQNP,LPF,2016-03-28/2016-04-03,2,7.2,3,7.2,0.0
GYQNP,LPF,2016-04-18/2016-04-24,3,7.2,4,7.2,0.0
GYQNP,LPF,2016-05-09/2016-05-15,2,7.2,5,7.2,0.0
GYQNP,LPF,2016-05-16/2016-05-22,1,7.2,5,7.2,0.0
GYQNP,LPF,2016-06-20/2016-06-26,2,7.2,6,7.2,0.0
GYQNP,LPF,2016-07-11/2016-07-17,1,7.2,7,7.2,0.0
GYQNP,LPF,2016-07-25/2016-07-31,2,7.2,7,7.2,0.0
GYQNP,LPF,2016-08-08/2016-08-14,1,7.2,8,7.2,0.0
GYQNP,LPF,2016-08-22/2016-08-28,1,7.2,8,7.2,0.0
GYQNP,LPF,2016-10-10/2016-10-16,3,7.2,10,7.2,0.0
